"";"lemma";"ministre";"spec";"n"
"30884";"domanial";"Nicolas Hulot";-1,074;NA
"30885";"export";"Nicolas Hulot";-1,074;NA
"30886";"fonderie";"Nicolas Hulot";-1,074;NA
"30887";"fréquent";"Nicolas Hulot";-1,074;NA
"30888";"lingette";"Nicolas Hulot";-1,074;NA
"30889";"néfaste";"Nicolas Hulot";-1,074;NA
"30890";"océanique";"Nicolas Hulot";-1,074;NA
"30891";"pénal";"Nicolas Hulot";-1,074;NA
"30892";"planning";"Nicolas Hulot";-1,074;NA
"30893";"pollinisation";"Nicolas Hulot";-1,074;NA
"30894";"remerciement";"Nicolas Hulot";-1,074;NA
"30895";"renfort";"Nicolas Hulot";-1,074;NA
"30896";"résistance";"Nicolas Hulot";-1,074;NA
"30897";"rond";"Nicolas Hulot";-1,074;NA
"30898";"sanctionner";"Nicolas Hulot";-1,074;NA
"30899";"sondage";"Nicolas Hulot";-1,074;NA
"30900";"télécommunication";"Nicolas Hulot";-1,074;NA
"30901";"visualiser";"Nicolas Hulot";-1,074;NA
"30902";"volontarisme";"Nicolas Hulot";-1,074;NA
"30903";"sélectionner";"Nicolas Hulot";-1,0741;16
"30904";"manifestation";"Nicolas Hulot";-1,0743;21
"30905";"esprit";"Barbara Pompili";-1,0797;14
"30906";"préciser";"François de Rugy";-1,0798;31
"30907";"sécuriser";"Nicolas Hulot";-1,0803;20
"30908";"protecteur";"François de Rugy";-1,0815;3
"30909";"vendre";"François de Rugy";-1,0815;3
"30910";"canicule";"Barbara Pompili";-1,0824;7
"30911";"palais";"Barbara Pompili";-1,0824;7
"30912";"vêtement";"Barbara Pompili";-1,0824;7
"30913";"chauffage";"Nicolas Hulot";-1,0825;27
"30914";"faveur";"Élisabeth Borne";-1,0842;90
"30915";"décennie";"Nicolas Hulot";-1,0843;15
"30916";"atteindre";"Nicolas Hulot";-1,0859;79
"30917";"blanc";"François de Rugy";-1,086;15
"30918";"finance";"Élisabeth Borne";-1,0871;74
"30919";"alliance";"Élisabeth Borne";-1,089;3
"30920";"institutionnel";"Élisabeth Borne";-1,089;3
"30921";"pauvreté";"Élisabeth Borne";-1,089;3
"30922";"relais";"Élisabeth Borne";-1,089;3
"30923";"sain";"Élisabeth Borne";-1,089;3
"30924";"enfant";"Élisabeth Borne";-1,0901;11
"30925";"neuf";"Élisabeth Borne";-1,0901;11
"30926";"particule";"Nicolas Hulot";-1,0909;9
"30927";"prévention";"Barbara Pompili";-1,0927;85
"30928";"refuser";"Nicolas Hulot";-1,0931;7
"30929";"cercle";"François de Rugy";-1,0948;NA
"30930";"consentir";"François de Rugy";-1,0948;NA
"30931";"débloquer";"François de Rugy";-1,0948;NA
"30932";"démolition";"François de Rugy";-1,0948;NA
"30933";"écran";"François de Rugy";-1,0948;NA
"30934";"élire";"François de Rugy";-1,0948;NA
"30935";"forfaitaire";"François de Rugy";-1,0948;NA
"30936";"gendarme";"François de Rugy";-1,0948;NA
"30937";"haie";"François de Rugy";-1,0948;NA
"30938";"instruit";"François de Rugy";-1,0948;NA
"30939";"marée";"François de Rugy";-1,0948;NA
"30940";"meeting";"François de Rugy";-1,0948;NA
"30941";"migration";"François de Rugy";-1,0948;NA
"30942";"not";"François de Rugy";-1,0948;NA
"30943";"pollen";"François de Rugy";-1,0948;NA
"30944";"ponctuel";"François de Rugy";-1,0948;NA
"30945";"prescription";"François de Rugy";-1,0948;NA
"30946";"redressement";"François de Rugy";-1,0948;NA
"30947";"reproduire";"François de Rugy";-1,0948;NA
"30948";"rigoler";"François de Rugy";-1,0948;NA
"30949";"supermarché";"François de Rugy";-1,0948;NA
"30950";"végétation";"François de Rugy";-1,0948;NA
"30951";"passager";"Barbara Pompili";-1,0951;40
"30952";"zéro";"Barbara Pompili";-1,0951;40
"30953";"var";"Barbara Pompili";-1,096;12
"30954";"contractuel";"Nicolas Hulot";-1,0971;3
"30955";"parcourir";"Nicolas Hulot";-1,0971;3
"30956";"régime";"Nicolas Hulot";-1,0971;3
"30957";"solliciter";"Nicolas Hulot";-1,0971;3
"30958";"élève";"Nicolas Hulot";-1,0976;11
"30959";"investissement";"Nicolas Hulot";-1,0982;50
"30960";"reprendre";"François de Rugy";-1,0983;7
"30961";"métier";"Nicolas Hulot";-1,0984;23
"30962";"auteur";"Élisabeth Borne";-1,0991;NA
"30963";"bébé";"Élisabeth Borne";-1,0991;NA
"30964";"célébrer";"Élisabeth Borne";-1,0991;NA
"30965";"commettre";"Élisabeth Borne";-1,0991;NA
"30966";"conflit";"Élisabeth Borne";-1,0991;NA
"30967";"démolition";"Élisabeth Borne";-1,0991;NA
"30968";"échouage";"Élisabeth Borne";-1,0991;NA
"30969";"écran";"Élisabeth Borne";-1,0991;NA
"30970";"égyptien";"Élisabeth Borne";-1,0991;NA
"30971";"émaner";"Élisabeth Borne";-1,0991;NA
"30972";"envisageable";"Élisabeth Borne";-1,0991;NA
"30973";"excessif";"Élisabeth Borne";-1,0991;NA
"30974";"flash";"Élisabeth Borne";-1,0991;NA
"30975";"hypothèse";"Élisabeth Borne";-1,0991;NA
"30976";"instruit";"Élisabeth Borne";-1,0991;NA
"30977";"marée";"Élisabeth Borne";-1,0991;NA
"30978";"missionner";"Élisabeth Borne";-1,0991;NA
"30979";"naval";"Élisabeth Borne";-1,0991;NA
"30980";"not";"Élisabeth Borne";-1,0991;NA
"30981";"pollen";"Élisabeth Borne";-1,0991;NA
"30982";"pourvoir";"Élisabeth Borne";-1,0991;NA
"30983";"promoteur";"Élisabeth Borne";-1,0991;NA
"30984";"rigoler";"Élisabeth Borne";-1,0991;NA
"30985";"soja";"Élisabeth Borne";-1,0991;NA
"30986";"génération";"François de Rugy";-1,0994;16
"30987";"riche";"François de Rugy";-1,0995;6
"30988";"session";"Élisabeth Borne";-1,0998;15
"30989";"toiture";"Nicolas Hulot";-1,1005;4
"30990";"frais";"François de Rugy";-1,1006;8
"30991";"réforme";"François de Rugy";-1,101;34
"30992";"ouvert";"Élisabeth Borne";-1,1012;22
"30993";"donner";"Barbara Pompili";-1,1022;202
"30994";"âgé";"François de Rugy";-1,1057;5
"30995";"carrefour";"François de Rugy";-1,1057;5
"30996";"gratuit";"François de Rugy";-1,1057;5
"30997";"jacqueline";"François de Rugy";-1,1057;5
"30998";"ralentissement";"François de Rugy";-1,1057;5
"30999";"publication";"François de Rugy";-1,1061;19
"31000";"préparation";"Élisabeth Borne";-1,1066;18
"31001";"allemagne";"Barbara Pompili";-1,1071;11
"31002";"allocution";"Barbara Pompili";-1,1071;11
"31003";"national";"Élisabeth Borne";-1,108;551
"31004";"finalisation";"Nicolas Hulot";-1,1084;2
"31005";"formule";"Nicolas Hulot";-1,1084;2
"31006";"récupérer";"Nicolas Hulot";-1,1084;2
"31007";"boucle";"Élisabeth Borne";-1,1085;7
"31008";"rapporteur";"Élisabeth Borne";-1,1085;7
"31009";"congestion";"Barbara Pompili";-1,1089;6
"31010";"greneler";"Barbara Pompili";-1,1089;6
"31011";"machine";"Barbara Pompili";-1,1089;6
"31012";"suspendre";"Barbara Pompili";-1,1089;6
"31013";"conserver";"Élisabeth Borne";-1,1091;6
"31014";"atmosphérique";"Élisabeth Borne";-1,1113;8
"31015";"envoyer";"Élisabeth Borne";-1,1113;8
"31016";"estimer";"François de Rugy";-1,1114;14
"31017";"fréquentation";"Nicolas Hulot";-1,1118;5
"31018";"institution";"Nicolas Hulot";-1,1118;5
"31019";"procéder";"Nicolas Hulot";-1,1118;5
"31020";"totalité";"Nicolas Hulot";-1,1118;5
"31021";"débuter";"François de Rugy";-1,113;17
"31022";"commission";"Élisabeth Borne";-1,1139;103
"31023";"vérifier";"Élisabeth Borne";-1,1167;9
"31024";"thématique";"Élisabeth Borne";-1,1172;23
"31025";"utiliser";"François de Rugy";-1,1189;40
"31026";"acquérir";"François de Rugy";-1,1195;4
"31027";"électrique";"François de Rugy";-1,1204;91
"31028";"manche";"Barbara Pompili";-1,1206;10
"31029";"programmer";"Barbara Pompili";-1,1206;10
"31030";"vigilant";"Barbara Pompili";-1,1206;10
"31031";"cacao";"François de Rugy";-1,1207;1
"31032";"direct";"François de Rugy";-1,1207;20
"31033";"management";"François de Rugy";-1,1207;1
"31034";"professionnalisme";"François de Rugy";-1,1207;1
"31035";"publicitaire";"François de Rugy";-1,1207;1
"31036";"respectif";"François de Rugy";-1,1207;1
"31037";"télétravail";"François de Rugy";-1,1207;1
"31038";"vitre";"François de Rugy";-1,1207;1
"31039";"désignation";"François de Rugy";-1,1216;2
"31040";"encombrement";"François de Rugy";-1,1216;2
"31041";"fatigue";"François de Rugy";-1,1216;2
"31042";"gros";"François de Rugy";-1,1216;2
"31043";"jouet";"François de Rugy";-1,1216;2
"31044";"municipal";"François de Rugy";-1,1216;2
"31045";"stocker";"François de Rugy";-1,1216;2
"31046";"poursuite";"Barbara Pompili";-1,1218;23
"31047";"réduction";"Barbara Pompili";-1,1225;147
"31048";"responsable";"François de Rugy";-1,1226;37
"31049";"sol";"Élisabeth Borne";-1,1228;42
"31050";"bouleverser";"Barbara Pompili";-1,1238;3
"31051";"lavage";"Barbara Pompili";-1,1238;3
"31052";"chasse";"Élisabeth Borne";-1,124;10
"31053";"principal";"Élisabeth Borne";-1,1256;58
"31054";"isabelle";"Élisabeth Borne";-1,1264;1
"31055";"management";"Élisabeth Borne";-1,1264;1
"31056";"précaire";"Élisabeth Borne";-1,1264;1
"31057";"prometteur";"Élisabeth Borne";-1,1264;1
"31058";"qualification";"Élisabeth Borne";-1,1264;1
"31059";"remontée";"Élisabeth Borne";-1,1264;1
"31060";"vitre";"Élisabeth Borne";-1,1264;1
"31061";"finance";"Nicolas Hulot";-1,1266;79
"31062";"contrôle";"Nicolas Hulot";-1,1267;54
"31063";"moteur";"Barbara Pompili";-1,1276;32
"31064";"conscient";"Nicolas Hulot";-1,1278;6
"31065";"exploiter";"Élisabeth Borne";-1,128;4
"31066";"fiable";"Élisabeth Borne";-1,128;4
"31067";"clair";"Barbara Pompili";-1,1284;49
"31068";"cabotage";"Élisabeth Borne";-1,1284;2
"31069";"caractéristique";"Élisabeth Borne";-1,1284;2
"31070";"cour";"Élisabeth Borne";-1,1284;2
"31071";"division";"Élisabeth Borne";-1,1284;2
"31072";"jouet";"Élisabeth Borne";-1,1284;2
"31073";"rep";"Élisabeth Borne";-1,1284;2
"31074";"satisfaire";"Élisabeth Borne";-1,1284;2
"31075";"soleil";"Élisabeth Borne";-1,1284;2
"31076";"foi";"François de Rugy";-1,1295;12
"31077";"avenir";"Barbara Pompili";-1,1335;18
"31078";"matinée";"Barbara Pompili";-1,1338;35
"31079";"participation";"Élisabeth Borne";-1,1341;26
"31080";"régulation";"Élisabeth Borne";-1,1367;20
"31081";"ampleur";"Barbara Pompili";-1,1372;9
"31082";"renouvellement";"Élisabeth Borne";-1,1378;15
"31083";"victime";"Nicolas Hulot";-1,1401;9
"31084";"durable";"Barbara Pompili";-1,1418;386
"31085";"économique";"Nicolas Hulot";-1,1433;204
"31086";"décision";"Nicolas Hulot";-1,1434;66
"31087";"classement";"Barbara Pompili";-1,1436;5
"31088";"compétent";"Barbara Pompili";-1,1436;5
"31089";"fléau";"Barbara Pompili";-1,1436;5
"31090";"positionner";"Barbara Pompili";-1,1436;5
"31091";"fashion";"François de Rugy";-1,1454;3
"31092";"redonner";"François de Rugy";-1,1454;3
"31093";"volontaire";"Nicolas Hulot";-1,1458;21
"31094";"olivier";"Nicolas Hulot";-1,1468;7
"31095";"sol";"Nicolas Hulot";-1,1471;45
"31096";"adresser";"François de Rugy";-1,1481;7
"31097";"livraison";"François de Rugy";-1,1482;8
"31098";"sûreté";"François de Rugy";-1,1482;8
"31099";"année";"François de Rugy";-1,1487;131
"31100";"stratégique";"Nicolas Hulot";-1,1489;51
"31101";"transformer";"François de Rugy";-1,1501;22
"31102";"code";"François de Rugy";-1,1505;14
"31103";"septembre";"Nicolas Hulot";-1,1508;97
"31104";"total";"Élisabeth Borne";-1,1511;54
"31105";"italien";"François de Rugy";-1,1512;9
"31106";"battre";"Nicolas Hulot";-1,1514;1
"31107";"captif";"Nicolas Hulot";-1,1514;1
"31108";"conditionner";"Nicolas Hulot";-1,1514;1
"31109";"particularité";"Nicolas Hulot";-1,1514;1
"31110";"syndic";"Nicolas Hulot";-1,1514;1
"31111";"tournant";"Nicolas Hulot";-1,1514;1
"31112";"automatiser";"François de Rugy";-1,1519;6
"31113";"recueillir";"François de Rugy";-1,1519;6
"31114";"village";"François de Rugy";-1,1519;6
"31115";"voyage";"François de Rugy";-1,1519;6
"31116";"littoral";"Barbara Pompili";-1,1526;55
"31117";"renforcement";"Élisabeth Borne";-1,1526;29
"31118";"photovoltaïque";"Barbara Pompili";-1,153;42
"31119";"concourir";"Élisabeth Borne";-1,1532;3
"31120";"préoccupant";"Élisabeth Borne";-1,1532;3
"31121";"but";"Nicolas Hulot";-1,1534;20
"31122";"total";"Nicolas Hulot";-1,1551;58
"31123";"actuel";"François de Rugy";-1,1559;34
"31124";"maison";"Nicolas Hulot";-1,1565;25
"31125";"accomplir";"Barbara Pompili";-1,1578;8
"31126";"récurrent";"Barbara Pompili";-1,1578;8
"31127";"combustible";"Élisabeth Borne";-1,1586;7
"31128";"directive";"Élisabeth Borne";-1,1586;7
"31129";"bas";"Nicolas Hulot";-1,1588;61
"31130";"accéder";"Élisabeth Borne";-1,1593;8
"31131";"susceptible";"Élisabeth Borne";-1,1593;8
"31132";"émetteur";"François de Rugy";-1,1613;5
"31133";"sécuriser";"François de Rugy";-1,1625;18
"31134";"nouvel";"François de Rugy";-1,1628;25
"31135";"lever";"Élisabeth Borne";-1,1629;9
"31136";"pointe";"François de Rugy";-1,1631;11
"31137";"lecture";"Nicolas Hulot";-1,1645;4
"31138";"changer";"François de Rugy";-1,1649;23
"31139";"inscrire";"Nicolas Hulot";-1,165;31
"31140";"bout";"Nicolas Hulot";-1,1663;3
"31141";"conception";"Élisabeth Borne";-1,1686;10
"31142";"commission";"François de Rugy";-1,1686;102
"31143";"sortie";"Élisabeth Borne";-1,1712;20
"31144";"acheminement";"Barbara Pompili";-1,1726;1
"31145";"autrichien";"Barbara Pompili";-1,1726;1
"31146";"colonie";"Barbara Pompili";-1,1726;1
"31147";"commentaire";"Barbara Pompili";-1,1726;1
"31148";"concurrent";"Barbara Pompili";-1,1726;1
"31149";"confluence";"Barbara Pompili";-1,1726;1
"31150";"déconstruction";"Barbara Pompili";-1,1726;1
"31151";"lingette";"Barbara Pompili";-1,1726;1
"31152";"motiver";"Barbara Pompili";-1,1726;1
"31153";"plaider";"Barbara Pompili";-1,1726;1
"31154";"populaire";"Barbara Pompili";-1,1726;1
"31155";"tragique";"Barbara Pompili";-1,1726;1
"31156";"population";"Nicolas Hulot";-1,1738;50
"31157";"moitié";"Élisabeth Borne";-1,1764;15
"31158";"regard";"Élisabeth Borne";-1,1781;18
"31159";"connexion";"François de Rugy";-1,1791;4
"31160";"indicateur";"François de Rugy";-1,1791;4
"31161";"inférieur";"François de Rugy";-1,1791;4
"31162";"support";"François de Rugy";-1,1791;4
"31163";"connaissance";"Barbara Pompili";-1,1799;71
"31164";"recommander";"Barbara Pompili";-1,1801;12
"31165";"durée";"Nicolas Hulot";-1,1813;37
"31166";"acheteur";"Nicolas Hulot";-1,1814;NA
"31167";"aéronef";"Nicolas Hulot";-1,1814;NA
"31168";"anticipation";"Nicolas Hulot";-1,1814;NA
"31169";"bébé";"Nicolas Hulot";-1,1814;NA
"31170";"débloquer";"Nicolas Hulot";-1,1814;NA
"31171";"égyptien";"Nicolas Hulot";-1,1814;NA
"31172";"encadrement";"Nicolas Hulot";-1,1814;NA
"31173";"excessif";"Nicolas Hulot";-1,1814;NA
"31174";"forfaitaire";"Nicolas Hulot";-1,1814;NA
"31175";"fourrure";"Nicolas Hulot";-1,1814;NA
"31176";"haie";"Nicolas Hulot";-1,1814;NA
"31177";"incitatif";"Nicolas Hulot";-1,1814;NA
"31178";"intercommunal";"Nicolas Hulot";-1,1814;NA
"31179";"ordure";"Nicolas Hulot";-1,1814;NA
"31180";"perdurer";"Nicolas Hulot";-1,1814;NA
"31181";"prénom";"Nicolas Hulot";-1,1814;NA
"31182";"recharge";"Nicolas Hulot";-1,1814;NA
"31183";"reconditionnement";"Nicolas Hulot";-1,1814;NA
"31184";"réemployer";"Nicolas Hulot";-1,1814;NA
"31185";"résolu";"Nicolas Hulot";-1,1814;NA
"31186";"roi";"Nicolas Hulot";-1,1814;NA
"31187";"toxicité";"Nicolas Hulot";-1,1814;NA
"31188";"tremplin";"Nicolas Hulot";-1,1814;NA
"31189";"végétation";"Nicolas Hulot";-1,1814;NA
"31190";"monde";"Barbara Pompili";-1,1816;116
"31191";"choisir";"Barbara Pompili";-1,1831;29
"31192";"heure";"François de Rugy";-1,1831;98
"31193";"dioxyde";"Barbara Pompili";-1,1835;7
"31194";"stock";"Barbara Pompili";-1,1835;7
"31195";"fiscal";"Barbara Pompili";-1,1836;26
"31196";"rapport";"Nicolas Hulot";-1,1836;140
"31197";"foi";"Barbara Pompili";-1,1845;25
"31198";"équiper";"Élisabeth Borne";-1,1845;12
"31199";"attribuer";"Nicolas Hulot";-1,1848;6
"31200";"parking";"Nicolas Hulot";-1,1848;6
"31201";"pérenne";"Nicolas Hulot";-1,1848;6
"31202";"clause";"Nicolas Hulot";-1,1849;2
"31203";"compenser";"Nicolas Hulot";-1,1849;2
"31204";"élevage";"Nicolas Hulot";-1,1849;2
"31205";"universitaire";"Nicolas Hulot";-1,1849;2
"31206";"météo";"Barbara Pompili";-1,1853;32
"31207";"représentant";"Barbara Pompili";-1,1868;136
"31208";"programmation";"Élisabeth Borne";-1,187;38
"31209";"constitution";"Élisabeth Borne";-1,1879;4
"31210";"manière";"Élisabeth Borne";-1,1899;43
"31211";"sénateur";"Barbara Pompili";-1,1901;22
"31212";"report";"Nicolas Hulot";-1,1901;9
"31213";"bénéfique";"Barbara Pompili";-1,1902;4
"31214";"festival";"Barbara Pompili";-1,1902;4
"31215";"insuffisant";"Barbara Pompili";-1,1902;4
"31216";"développer";"Élisabeth Borne";-1,1902;106
"31217";"avis";"Barbara Pompili";-1,1913;36
"31218";"flux";"Barbara Pompili";-1,1913;36
"31219";"alerter";"François de Rugy";-1,1926;2
"31220";"champagne";"François de Rugy";-1,1926;2
"31221";"engendrer";"François de Rugy";-1,1926;2
"31222";"motif";"François de Rugy";-1,1926;2
"31223";"caf";"François de Rugy";-1,1944;NA
"31224";"camping";"François de Rugy";-1,1944;NA
"31225";"carnet";"François de Rugy";-1,1944;NA
"31226";"coefficient";"François de Rugy";-1,1944;NA
"31227";"composite";"François de Rugy";-1,1944;NA
"31228";"confidentiel";"François de Rugy";-1,1944;NA
"31229";"courage";"François de Rugy";-1,1944;NA
"31230";"décentralisation";"François de Rugy";-1,1944;NA
"31231";"dugong";"François de Rugy";-1,1944;NA
"31232";"emplacement";"François de Rugy";-1,1944;NA
"31233";"fidèle";"François de Rugy";-1,1944;NA
"31234";"gage";"François de Rugy";-1,1944;NA
"31235";"hospitalier";"François de Rugy";-1,1944;NA
"31236";"interrompre";"François de Rugy";-1,1944;NA
"31237";"linge";"François de Rugy";-1,1944;NA
"31238";"malade";"François de Rugy";-1,1944;NA
"31239";"maternel";"François de Rugy";-1,1944;NA
"31240";"migrant";"François de Rugy";-1,1944;NA
"31241";"nouveauté";"François de Rugy";-1,1944;NA
"31242";"open";"François de Rugy";-1,1944;NA
"31243";"oublier";"François de Rugy";-1,1944;NA
"31244";"package";"François de Rugy";-1,1944;NA
"31245";"promulgation";"François de Rugy";-1,1944;NA
"31246";"rentable";"François de Rugy";-1,1944;NA
"31247";"renvoyer";"François de Rugy";-1,1944;NA
"31248";"simulation";"François de Rugy";-1,1944;NA
"31249";"surconsommation";"François de Rugy";-1,1944;NA
"31250";"viande";"François de Rugy";-1,1944;NA
"31251";"adapter";"Nicolas Hulot";-1,1947;70
"31252";"ville";"Nicolas Hulot";-1,1956;114
"31253";"bénéficier";"François de Rugy";-1,1964;60
"31254";"déplacer";"Nicolas Hulot";-1,197;13
"31255";"émission";"Élisabeth Borne";-1,1972;127
"31256";"rapide";"Élisabeth Borne";-1,1976;24
"31257";"tourisme";"François de Rugy";-1,1977;9
"31258";"commencer";"François de Rugy";-1,1986;18
"31259";"adéquat";"Élisabeth Borne";-1,199;NA
"31260";"care";"Élisabeth Borne";-1,199;NA
"31261";"confidentiel";"Élisabeth Borne";-1,199;NA
"31262";"contour";"Élisabeth Borne";-1,199;NA
"31263";"créosote";"Élisabeth Borne";-1,199;NA
"31264";"déstockage";"Élisabeth Borne";-1,199;NA
"31265";"dugong";"Élisabeth Borne";-1,199;NA
"31266";"essor";"Élisabeth Borne";-1,199;NA
"31267";"gramme";"Élisabeth Borne";-1,199;NA
"31268";"hébergement";"Élisabeth Borne";-1,199;NA
"31269";"migrant";"Élisabeth Borne";-1,199;NA
"31270";"package";"Élisabeth Borne";-1,199;NA
"31271";"peinture";"Élisabeth Borne";-1,199;NA
"31272";"rayonnement";"Élisabeth Borne";-1,199;NA
"31273";"renseignement";"Élisabeth Borne";-1,199;NA
"31274";"rentable";"Élisabeth Borne";-1,199;NA
"31275";"saturation";"Élisabeth Borne";-1,199;NA
"31276";"tourbière";"Élisabeth Borne";-1,199;NA
"31277";"induire";"Élisabeth Borne";-1,1998;2
"31278";"répartition";"Élisabeth Borne";-1,1998;2
"31279";"international";"Élisabeth Borne";-1,2;139
"31280";"central";"François de Rugy";-1,2012;10
"31281";"appareil";"Nicolas Hulot";-1,2013;7
"31282";"absolu";"François de Rugy";-1,2016;1
"31283";"américain";"François de Rugy";-1,2016;1
"31284";"berge";"François de Rugy";-1,2016;1
"31285";"chargeur";"François de Rugy";-1,2016;1
"31286";"retirer";"François de Rugy";-1,2016;1
"31287";"transporter";"François de Rugy";-1,2016;1
"31288";"trésorerie";"François de Rugy";-1,2016;1
"31289";"organiser";"Barbara Pompili";-1,2019;120
"31290";"régional";"Élisabeth Borne";-1,2024;67
"31291";"entreprise";"Barbara Pompili";-1,204;477
"31292";"coordinateur";"Barbara Pompili";-1,2044;2
"31293";"océanographique";"Barbara Pompili";-1,2044;2
"31294";"présidentiel";"Barbara Pompili";-1,2044;2
"31295";"ramassage";"Barbara Pompili";-1,2044;2
"31296";"restreindre";"Barbara Pompili";-1,2044;2
"31297";"vilain";"Barbara Pompili";-1,2044;2
"31298";"métier";"Barbara Pompili";-1,2049;42
"31299";"privé";"Nicolas Hulot";-1,205;60
"31300";"ami";"François de Rugy";-1,2051;6
"31301";"affluent";"Barbara Pompili";-1,2064;NA
"31302";"allongement";"Barbara Pompili";-1,2064;NA
"31303";"altesse";"Barbara Pompili";-1,2064;NA
"31304";"antipollution";"Barbara Pompili";-1,2064;NA
"31305";"assigner";"Barbara Pompili";-1,2064;NA
"31306";"bagage";"Barbara Pompili";-1,2064;NA
"31307";"bagasse";"Barbara Pompili";-1,2064;NA
"31308";"casque";"Barbara Pompili";-1,2064;NA
